id,brand,model,category,price,cpu,cpu_cores,ram,gpu,gpu_vram,dedicated_gpu,cuda_support,weight,screen_size,screen_resolution,screen_quality_score
326,Asus,Asus Gaming,Gaming,641.29,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.5,15.6,1920x1080,0.6
327,HP,HP Notebook,Notebook,813.96,Intel Core i5 7300U 2.6GHz,4,8,Intel HD Graphics 620,0,False,False,1.48,14.0,1920x1080,0.6
328,HP,HP Notebook,Notebook,734.37,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.84,15.6,1920x1080,0.6
329,Asus,Asus Notebook,Notebook,176.52,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,2.0,15.6,1366x768,0.4
330,Dell,Dell Notebook,Notebook,733.56,Intel Core i5 8250U 1.6GHz,4,8,Nvidia GeForce 940MX,4,True,True,2.0,15.6,1920x1080,0.6
331,Dell,Dell Notebook,Notebook,176.47,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
332,Lenovo,Lenovo Notebook,Notebook,577.09,AMD A12-Series 9720P 3.6GHz,2,12,AMD Radeon 530,4,True,False,2.2,15.6,1920x1080,0.6
333,HP,HP Notebook,Notebook,459.62,Intel Core i3 7100U 2.4GHz,2,8,Nvidia GeForce 930MX ,4,True,True,2.1,15.6,1920x1080,0.6
334,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1347.41,Intel Core i7 8550U 1.8GHz,8,16,Intel UHD Graphics 620,0,False,False,1.4,13.9,3840x2160,1.0
335,Dell,Dell Ultrabook,Ultrabook,1013.6,Intel Core i7 8550U 1.8GHz,8,8,Intel UHD Graphics 620,0,False,False,1.2,13.3,1920x1080,0.6
336,Lenovo,Lenovo Gaming,Gaming,724.74,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050 Ti,2,True,True,2.4,15.6,1920x1080,0.6
337,HP,HP Notebook,Notebook,179.1,Intel Celeron Dual Core N3060 1.6GHz,2,2,Intel HD Graphics 400,0,False,False,1.44,14.0,1366x768,0.4
338,Dell,Dell Ultrabook,Ultrabook,1032.19,Intel Core i7 8650U 1.9GHz,8,16,Intel UHD Graphics 620,0,False,False,1.88,15.6,1920x1080,0.6
339,Asus,Asus 2 in 1 Convertible,2 in 1 Convertible,240.72,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.5,11.6,1366x768,0.4
340,Dell,Dell Ultrabook,Ultrabook,425.6,Intel Core i5 8250U 1.6GHz,4,8,AMD Radeon 530,4,True,False,0.0,15.6,1920x1080,0.6
341,HP,HP Notebook,Notebook,837.07,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.84,15.6,1920x1080,0.6
342,MSI,MSI Gaming,Gaming,904.48,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1060,4,True,True,2.7,17.3,1920x1080,0.6
343,HP,HP Workstation,Workstation,1115.84,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia Quadro M1200,4,True,True,2.6,15.6,1920x1080,0.6
344,Toshiba,Toshiba Notebook,Notebook,900.62,Intel Core i7 6500U 2.5GHz,8,16,Nvidia GeForce 930M,4,True,True,2.4,15.6,1920x1080,0.6
345,Dell,Dell Notebook,Notebook,623.25,Intel Core i7 8550U 1.8GHz,8,8,AMD Radeon 530,4,True,False,2.02,15.6,1920x1080,0.6
346,Lenovo,Lenovo Notebook,Notebook,206.69,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,2.2,15.6,1366x768,0.4
347,Dell,Dell Gaming,Gaming,641.29,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.65,15.6,1920x1080,0.6
348,Dell,Dell Notebook,Notebook,357.79,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.36,15.6,1366x768,0.4
349,Dell,Dell Notebook,Notebook,916.03,Intel Core i5 7300U 2.6GHz,4,8,Intel HD Graphics 620,0,False,False,1.36,14.0,1920x1080,0.6
350,HP,HP Notebook,Notebook,281.81,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,1.86,15.6,1366x768,0.4
351,Asus,Asus Notebook,Notebook,606.62,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.0,14.0,1920x1080,0.6
352,Lenovo,Lenovo Notebook,Notebook,461.55,Intel Core i5 7200U 2.5GHz,4,6,Nvidia GeForce GTX 940MX,4,True,True,2.8,17.3,1600x900,0.4
353,HP,HP Notebook,Notebook,410.19,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.86,15.6,1920x1080,0.6
354,Lenovo,Lenovo Notebook,Notebook,320.32,Intel Core i3 6006U 2GHz,2,8,Nvidia GeForce 920MX ,4,True,True,2.2,15.6,1366x768,0.4
355,HP,HP Notebook,Notebook,249.71,Intel Pentium Quad Core N3710 1.6GHz,2,8,Intel HD Graphics 405,0,False,False,2.04,15.6,1366x768,0.4
356,Dell,Dell Notebook,Notebook,696.49,Intel Core i5 8250U 1.6GHz,4,8,AMD Radeon 530,4,True,False,2.8,17.3,1920x1080,0.6
357,Lenovo,Lenovo Gaming,Gaming,519.32,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.4,15.6,1920x1080,0.6
358,Dell,Dell Notebook,Notebook,577.09,Intel Core i7 7500U 2.7GHz,8,8,AMD Radeon R7 M445,0,False,False,2.33,15.6,1920x1080,0.6
359,HP,HP Ultrabook,Ultrabook,1123.37,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.36,14.0,1920x1080,0.6
360,Asus,Asus 2 in 1 Convertible,2 in 1 Convertible,705.48,Intel Core i7 7500U 2.7GHz,8,12,Nvidia GeForce GT 940MX,4,True,True,2.26,15.6,1920x1080,0.6
361,Acer,Acer Notebook,Notebook,273.46,AMD A9-Series 9420 3GHz,2,4,AMD Radeon R5,0,False,False,2.1,15.6,1366x768,0.4
362,Asus,Asus Gaming,Gaming,1411.6,AMD Ryzen 1700 3GHz,2,16,AMD Radeon RX 580,4,True,False,3.25,17.3,1920x1080,0.6
363,Lenovo,Lenovo Notebook,Notebook,313.9,AMD A8-Series 7410 2.2GHz,2,4,AMD Radeon R5,0,False,False,2.6,17.3,1600x900,0.4
364,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,557.84,Intel Core i7 8550U 1.8GHz,8,8,Intel UHD Graphics 620,0,False,False,1.62,13.3,1920x1080,0.6
365,HP,HP Notebook,Notebook,313.9,AMD A9-Series 9420 3GHz,2,4,AMD Radeon R5,0,False,False,1.91,15.6,1920x1080,0.6
366,Lenovo,Lenovo Netbook,Netbook,354.99,Intel Celeron Quad Core N3450 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.59,11.6,1366x768,0.4
367,Dell,Dell Notebook,Notebook,198.36,Intel Celeron Dual Core N3060 1.60GHz,2,4,Intel HD Graphics 400,0,False,False,1.8,15.6,1366x768,0.4
368,Asus,Asus Notebook,Notebook,183.59,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.5,14.0,1366x768,0.4
369,Acer,Acer Notebook,Notebook,543.07,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.4,15.6,1920x1080,0.6
370,HP,HP Gaming,Gaming,764.54,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,3.35,17.3,1920x1080,0.6
371,Lenovo,Lenovo Notebook,Notebook,259.02,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,1.85,15.6,1920x1080,0.6
372,Asus,Asus Gaming,Gaming,1062.39,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1060,4,True,True,2.3,15.6,1920x1080,0.6
373,Lenovo,Lenovo Notebook,Notebook,705.48,Intel Core i5 7200U 2.5GHz,4,8,Nvidia GeForce 940MX,4,True,True,1.5,14.0,1920x1080,0.6
374,Asus,Asus Ultrabook,Ultrabook,1122.67,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.1,13.3,1920x1080,0.6
375,Lenovo,Lenovo Ultrabook,Ultrabook,1464.88,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.13,14.0,2560x1440,0.8
376,Lenovo,Lenovo Notebook,Notebook,352.42,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,1.5,13.3,1920x1080,0.6
377,Dell,Dell Workstation,Workstation,878.8,Intel Core i5 6440HQ 2.6GHz,4,8,AMD FirePro W5130M,4,True,False,2.23,15.6,1920x1080,0.6
378,Dell,Dell Workstation,Workstation,1370.52,Intel Core i7 6820HQ 2.7GHz,8,8,Nvidia Quadro M1200,4,True,True,2.0,15.6,1920x1080,0.6
379,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1610.6,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.42,14.0,2560x1440,0.8
380,Asus,Asus Gaming,Gaming,666.96,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,3.0,17.3,1920x1080,0.6
381,Asus,Asus Gaming,Gaming,1021.31,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050 Ti,2,True,True,3.0,17.3,1920x1080,0.6
382,Acer,Acer Notebook,Notebook,445.49,Intel Core i5 8250U 1.6GHz,4,12,Nvidia GeForce MX130,4,True,True,2.2,15.6,1366x768,0.4
383,MSI,MSI Gaming,Gaming,865.96,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050 Ti,2,True,True,2.7,17.3,1920x1080,0.6
384,Dell,Dell Notebook,Notebook,499.98,Intel Core i7 7500U 2.7GHz,8,8,AMD Radeon R7 M445,0,False,False,2.33,15.6,1920x1080,0.6
385,HP,HP Ultrabook,Ultrabook,320.32,AMD A9-Series 9420 3GHz,2,4,AMD Radeon 520,4,True,False,1.91,15.6,1920x1080,0.6
386,Lenovo,Lenovo Notebook,Notebook,789.29,Intel Core i7 8550U 1.8GHz,8,8,AMD Radeon RX 550,4,True,False,2.1,15.6,1920x1080,0.6
387,Lenovo,Lenovo Notebook,Notebook,602.13,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.9,14.0,1920x1080,0.6
388,Dell,Dell Workstation,Workstation,1740.91,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia Quadro M1200,4,True,True,1.78,15.6,3840x2160,1.0
389,Lenovo,Lenovo Ultrabook,Ultrabook,1685.06,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.13,14.0,2560x1440,0.8
390,Lenovo,Lenovo Notebook,Notebook,196.43,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,2.2,15.6,1366x768,0.4
391,Asus,Asus Gaming,Gaming,981.51,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050,2,True,True,2.9,17.3,1920x1080,0.6
392,Lenovo,Lenovo Notebook,Notebook,734.69,Intel Core i5 8250U 1.6GHz,4,8,AMD Radeon RX 550,4,True,False,2.1,25.6,1920x1080,0.6
393,Acer,Acer Notebook,Notebook,564.25,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.5,15.6,1920x1080,0.6
394,MSI,MSI Gaming,Gaming,1443.7,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,2.8,17.3,1920x1080,0.6
395,Asus,Asus Ultrabook,Ultrabook,1202.33,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.1,14.0,1920x1080,0.6
396,Toshiba,Toshiba Ultrabook,Ultrabook,1121.45,Intel Core i7 6500U 2.5GHz,8,16,Intel HD Graphics 520,0,False,False,1.2,13.3,1920x1080,0.6
397,Dell,Dell Ultrabook,Ultrabook,1078.44,Intel Core i7 7600U 2.8GHz,8,8,Intel HD Graphics,0,False,False,1.36,14.0,1920x1080,0.6
398,Lenovo,Lenovo Notebook,Notebook,262.55,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,2.2,35.6,1920x1080,0.6
399,Lenovo,Lenovo Notebook,Notebook,195.43,Intel Celeron Dual Core N3350 1.1GHz,2,2,Intel HD Graphics 500,0,False,False,1.15,11.6,1366x768,0.4
400,Lenovo,Lenovo Workstation,Workstation,1235.71,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia Quadro M1200,4,True,True,2.67,15.6,1920x1080,0.6
401,Lenovo,Lenovo Ultrabook,Ultrabook,1247.27,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GT 940MX,4,True,True,1.7,14.0,2560x1440,0.8
402,HP,HP Notebook,Notebook,301.06,Intel Core i3 6006U 2GHz,2,4,AMD Radeon 520,4,True,False,2.1,15.6,1920x1080,0.6
403,Acer,Acer 2 in 1 Convertible,2 in 1 Convertible,506.49,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.6,13.3,1920x1080,0.6
404,Asus,Asus 2 in 1 Convertible,2 in 1 Convertible,595.71,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.27,13.3,1920x1080,0.6
405,Dell,Dell Notebook,Notebook,384.45,Intel Core i5 7200U 2.5GHz,4,4,AMD Radeon R5 M430,0,False,False,2.3,15.6,1920x1080,0.6
406,Dell,Dell Notebook,Notebook,442.29,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,1.65,13.3,1366x768,0.4
407,HP,HP Ultrabook,Ultrabook,962.89,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.43,14.0,1920x1080,0.6
408,Dell,Dell Notebook,Notebook,346.61,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.14,15.6,1366x768,0.4
409,Lenovo,Lenovo Ultrabook,Ultrabook,780.19,Intel Core i7 8550U 1.8GHz,8,8,AMD Radeon RX 550,4,True,False,1.75,14.0,1920x1080,0.6
410,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1219.02,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050,2,True,True,2.0,15.6,3840x2160,1.0
411,Chuwi,Chuwi Notebook,Notebook,288.23,Intel Celeron Quad Core N3450 1.1GHz,2,6,Intel HD Graphics 500,0,False,False,1.4,12.3,2736x1824,0.4
412,HP,HP Notebook,Notebook,916.03,Intel Core i7 7820HQ 2.9GHz,8,8,Intel HD Graphics 630,0,False,False,2.31,15.6,1920x1080,0.6
413,Asus,Asus Notebook,Notebook,383.23,Intel Core i3 7100U 2.4GHz,2,8,Nvidia GeForce 940MX,4,True,True,2.3,35.6,1920x1080,0.6
414,Dell,Dell Gaming,Gaming,1796.76,Intel Core i7 7820HK 2.9GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,4.42,27.3,2560x1440,0.8
415,Dell,Dell Gaming,Gaming,743.99,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050 Ti,2,True,True,2.62,15.6,1920x1080,0.6
416,Dell,Dell Notebook,Notebook,733.34,Intel Core i7 8550U 1.8GHz,8,8,AMD Radeon 530,4,True,False,2.02,15.6,1920x1080,0.6
417,Dell,Dell Ultrabook,Ultrabook,705.48,Intel Core i7 7600U 2.8GHz,8,8,Intel HD Graphics 620,0,False,False,1.6,14.0,1920x1080,0.6
418,HP,HP Gaming,Gaming,1283.21,Intel Core i7 7700HQ 2.8GHz,8,12,Nvidia GeForce GTX 1070,6,True,True,3.35,17.3,1920x1080,0.6
419,Mediacom,Mediacom 2 in 1 Convertible,2 in 1 Convertible,191.94,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.16,11.6,1920x1080,0.6
420,Samsung,Samsung Netbook,Netbook,172.68,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.15,11.6,1366x768,0.4
421,Lenovo,Lenovo Notebook,Notebook,648.35,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.4,13.3,1920x1080,0.6
422,Lenovo,Lenovo Notebook,Notebook,384.51,Intel Core i3 7130U 2.7GHz,2,4,Intel HD Graphics 620,0,False,False,1.7,14.0,1920x1080,0.6
423,Lenovo,Lenovo Workstation,Workstation,1569.51,Intel Core i7 7600U 2.8GHz,8,16,Nvidia GeForce 940MX,4,True,True,2.3,15.6,3840x2160,1.0
424,Lenovo,Lenovo Notebook,Notebook,1572.08,Intel Core i7 7820HQ 2.9GHz,8,16,Nvidia Quadro M2200M,4,True,True,2.5,15.6,1920x1080,0.6
425,Asus,Asus Gaming,Gaming,1088.07,AMD Ryzen 1600 3.2GHz,2,8,AMD Radeon RX 580,4,True,False,3.2,17.3,1920x1080,0.6
426,HP,HP Notebook,Notebook,222.75,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,2.1,15.6,1366x768,0.4
427,Google,Google Ultrabook,Ultrabook,1411.6,Intel Core i7 7Y75 1.3GHz,8,16,Intel HD Graphics 615,0,False,False,1.1,12.3,2400x1600,0.4
428,Lenovo,Lenovo Ultrabook,Ultrabook,1529.07,Intel Core i7 7500U 2.7GHz,8,24,Intel HD Graphics 620,0,False,False,1.32,24.0,2560x1440,0.8
429,Asus,Asus Notebook,Notebook,358.84,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.0,15.6,1920x1080,0.6
430,Lenovo,Lenovo Notebook,Notebook,333.16,AMD A6-Series 9220 2.5GHz,2,8,AMD Radeon R4,0,False,False,2.8,17.3,1600x900,0.4
431,Dell,Dell Notebook,Notebook,480.8,Intel Core i5 8250U 1.6GHz,4,4,AMD Radeon 530,4,True,False,2.2,15.6,1920x1080,0.6
432,Lenovo,Lenovo Ultrabook,Ultrabook,917.31,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.36,12.5,1920x1080,0.6
433,Lenovo,Lenovo Notebook,Notebook,224.03,Intel Pentium Quad Core N4200 1.1GHz,2,4,Intel HD Graphics 505,0,False,False,2.2,15.6,1920x1080,0.6
434,HP,HP Gaming,Gaming,705.48,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.2,15.6,1920x1080,0.6
435,Dell,Dell Notebook,Notebook,756.83,Intel Core i5 7440HQ 2.8GHz,4,8,Nvidia GeForce 930MX,4,True,True,1.64,14.0,1920x1080,0.6
436,Acer,Acer Notebook,Notebook,283.6,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.4,15.6,1366x768,0.4
437,Dell,Dell Workstation,Workstation,1279.36,Intel Xeon E3-1505M V6 3GHz,2,8,Nvidia Quadro M620,4,True,True,2.23,15.6,1920x1080,0.6
438,MSI,MSI Gaming,Gaming,659.73,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.2,15.6,1920x1080,0.6
439,Microsoft,Microsoft Ultrabook,Ultrabook,1661.95,Intel Core i7 7660U 2.5GHz,8,16,Intel Iris Plus Graphics 640,0,False,False,1.25,13.5,2256x1504,0.4
440,HP,HP Notebook,Notebook,378.1,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.91,15.6,1366x768,0.4
441,Dell,Dell Workstation,Workstation,1267.81,Intel Core i7 6820HQ 2.7GHz,8,16,Nvidia Quadro M620,4,True,True,2.17,15.6,1920x1080,0.6
442,HP,HP Workstation,Workstation,984.72,Intel Core i7 7820HQ 2.9GHz,8,8,Intel HD Graphics 620,0,False,False,2.31,15.6,1920x1080,0.6
443,Lenovo,Lenovo Notebook,Notebook,863.39,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.65,14.0,1920x1080,0.6
444,Dell,Dell Notebook,Notebook,628.45,Intel Core i7 8550U 1.8GHz,8,8,AMD Radeon 530,4,True,False,2.36,15.6,1920x1080,0.6
445,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,307.48,Intel Pentium Quad Core N3710 1.6GHz,2,4,Intel HD Graphics 405,0,False,False,1.47,11.6,1366x768,0.4
446,Dell,Dell Notebook,Notebook,1313.38,Intel Core i7 7700HQ 2.7GHz,8,8,Nvidia GeForce GTX 1060,4,True,True,4.42,17.3,1920x1080,0.6
447,Microsoft,Microsoft Ultrabook,Ultrabook,634.87,Intel Core M m3-7Y30 2.2GHz,2,4,Intel HD Graphics 615,0,False,False,1.25,13.5,2256x1504,0.4
448,Microsoft,Microsoft Ultrabook,Ultrabook,1154.83,Intel Core i7 7660U 2.5GHz,8,8,Intel Iris Plus Graphics 640,0,False,False,1.25,33.5,2256x1504,0.4
449,HP,HP Notebook,Notebook,410.77,Intel Core i3 6006U 2GHz,2,8,Intel HD Graphics 520,0,False,False,2.5,17.3,1600x900,0.4
450,Acer,Acer Notebook,Notebook,349.21,Intel Core i3 6006U 2GHz,2,4,Nvidia GeForce 940MX,4,True,True,2.23,15.6,1920x1080,0.6
451,Acer,Acer Netbook,Netbook,279.24,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.4,11.6,1366x768,0.4
452,Asus,Asus Notebook,Notebook,480.8,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.37,15.6,1920x1080,0.6
453,Lenovo,Lenovo Notebook,Notebook,512.9,Intel Core i7 7500U 2.7GHz,8,8,AMD Radeon R7 M460,0,False,False,1.5,14.0,1920x1080,0.6
454,Lenovo,Lenovo Notebook,Notebook,1341.63,Intel Core i7 7820HQ 2.9GHz,8,8,Nvidia Quadro M2200M,4,True,True,2.67,15.6,1920x1080,0.6
455,Asus,Asus Notebook,Notebook,195.15,Intel Pentium Quad Core N4200 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,2.0,15.6,1366x768,0.4
456,Acer,Acer Notebook,Notebook,301.06,Intel Core i3 6006U 2GHz,2,4,Nvidia GeForce GTX 940MX,4,True,True,2.2,15.6,1366x768,0.4
457,Dell,Dell Notebook,Notebook,487.22,Intel Core i5 8250U 1.6GHz,4,8,AMD Radeon 530,4,True,False,2.02,15.6,1920x1080,0.6
458,HP,HP Gaming,Gaming,1090.64,Intel Core i7 7700HQ 2.8GHz,8,12,Nvidia GeForce GTX 1060,4,True,True,3.78,17.3,1920x1080,0.6
459,Lenovo,Lenovo Ultrabook,Ultrabook,1192.7,Intel Core i7 6600U 2.6GHz,8,12,Intel HD Graphics 520,0,False,False,1.4,14.0,2560x1440,0.8
460,HP,HP 2 in 1 Convertible,2 in 1 Convertible,1283.21,Intel Core i7 8550U 1.8GHz,8,8,Intel UHD Graphics 620,0,False,False,1.29,13.3,3840x2160,1.0
461,HP,HP Notebook,Notebook,740.78,Intel Core i5 7200U 2.5GHz,4,8,AMD FirePro W4190M ,4,True,False,1.9,15.6,1920x1080,0.6
462,Google,Google Ultrabook,Ultrabook,818.46,Intel Core i5 7Y57 1.2GHz,4,8,Intel HD Graphics 615,0,False,False,1.1,12.3,2400x1600,0.4
463,Dell,Dell Ultrabook,Ultrabook,1182.33,Intel Core i5 8250U 1.6GHz,4,8,Intel UHD Graphics 620,0,False,False,1.42,13.3,1920x1080,0.6
464,Asus,Asus Notebook,Notebook,833.86,Intel Core i7 6700HQ 2.6GHz,8,12,Intel HD Graphics 530,0,False,False,2.06,15.6,3840x2160,1.0
465,Dell,Dell Notebook,Notebook,475.03,Intel Core i3 6100U 2.3GHz,2,8,Intel HD Graphics 520,0,False,False,1.79,14.0,1366x768,0.4
466,Dell,Dell Workstation,Workstation,1545.76,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia Quadro M1200,4,True,True,1.78,,1920x1080,0.6
467,Lenovo,Lenovo Notebook,Notebook,875.59,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.7,14.0,1920x1080,0.6
468,Toshiba,Toshiba Notebook,Notebook,1073.3,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.05,13.3,1920x1080,0.6
469,Dell,Dell Notebook,Notebook,810.11,Intel Core i7 8550U 1.8GHz,8,8,Nvidia GeForce 940MX,4,True,True,2.16,15.6,1920x1080,0.6
470,Dell,Dell Notebook,Notebook,376.55,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,2.18,15.6,1366x768,0.4
471,HP,HP Notebook,Notebook,466.04,Intel Core i5 8250U 1.6GHz,4,4,Intel UHD Graphics 620,0,False,False,1.49,13.3,1920x1080,0.6
472,Chuwi,Chuwi Notebook,Notebook,159.78,Intel Atom x5-Z8350 1.44GHz,2,4,Intel HD Graphics,0,False,False,1.89,15.6,1920x1080,0.6
473,Lenovo,Lenovo Notebook,Notebook,362.69,Intel Core i3 6006U 2.0GHz,2,4,Intel HD Graphics 520,0,False,False,2.3,15.6,1366x768,0.4
474,Lenovo,Lenovo Notebook,Notebook,673.38,Intel Core i5 8250U 1.6GHz,4,8,Intel UHD Graphics 620,0,False,False,1.75,14.0,1920x1080,0.6
475,Dell,Dell Workstation,Workstation,1500.83,Intel Core i7 6820HQ 2.7GHz,8,16,Nvidia Quadro M620,4,True,True,2.17,15.6,1920x1080,0.6
476,Dell,Dell Notebook,Notebook,1219.02,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050,2,True,True,2.06,15.6,1920x1080,0.6
477,Lenovo,Lenovo Ultrabook,Ultrabook,1154.19,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.36,12.5,1920x1080,0.6
478,Asus,Asus Ultrabook,Ultrabook,1251.76,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,0.91,12.5,1920x1080,0.6
479,Lenovo,Lenovo Notebook,Notebook,649.62,Intel Core i5 7200U 2.5GHz,4,8,Nvidia GeForce 940MX,4,True,True,2.3,15.6,1920x1080,0.6
480,Toshiba,Toshiba Ultrabook,Ultrabook,1796.76,Intel Core i7 7500U 2.7GHz,8,32,Intel HD Graphics 620,0,False,False,1.05,13.3,1920x1080,0.6
481,Asus,Asus Gaming,Gaming,866.6,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,1.99,15.6,1920x1080,0.6
482,Acer,Acer Notebook,Notebook,371.68,AMD A10-Series 9620P 2.5GHz,2,8,AMD Radeon RX 540,4,True,False,2.2,15.6,1366x768,0.4
483,Asus,Asus Gaming,Gaming,814.61,Intel Core i7 6700HQ 2.6GHz,8,24,Nvidia GeForce GTX 965M,4,True,True,4.33,17.3,1920x1080,0.6
484,Lenovo,Lenovo Ultrabook,Ultrabook,705.48,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.3,12.5,1366x768,0.4
485,Lenovo,Lenovo Notebook,Notebook,577.03,Intel Core i7 8550U 1.8GHz,8,8,Intel UHD Graphics 620,0,False,False,2.17,15.6,1920x1080,0.6
486,HP,HP Notebook,Notebook,1122.73,Intel Core i7 7600U 2.8GHz,8,8,Intel HD Graphics 620,0,False,False,1.48,14.0,1920x1080,0.6
